id,status,daysLeft
654,inoculated,0
711,inoculated,0
2,inoculated,0
340,inoculated,0
448,inoculated,0
468,inoculated,0
733,inoculated,0
7,inoculated,0
8,inoculated,0
155,inoculated,0
271,inoculated,0
11,inoculated,0
382,inoculated,0
107,inoculated,0
14,inoculated,0
15,inoculated,0
16,inoculated,0
17,inoculated,0
18,inoculated,0
400,healthy,0
20,inoculated,0
21,inoculated,0
611,healthy,0
646,inoculated,0
24,healthy,0
707,inoculated,0
26,inoculated,0
27,inoculated,0
28,inoculated,0
29,healthy,0
30,healthy,0
521,inoculated,0
32,inoculated,0
33,inoculated,0
34,inoculated,0
795,inoculated,0
36,healthy,0
853,healthy,0
630,inoculated,0
236,healthy,0
40,inoculated,0
41,inoculated,0
863,inoculated,0
43,inoculated,0
44,healthy,0
45,inoculated,0
46,healthy,0
47,inoculated,0
48,inoculated,0
633,inoculated,0
50,inoculated,0
51,inoculated,0
487,inoculated,0
847,inoculated,0
54,inoculated,0
55,inoculated,0
56,inoculated,0
57,healthy,0
58,inoculated,0
223,inoculated,0
60,inoculated,0
61,inoculated,0
62,inoculated,0
63,inoculated,0
567,inoculated,0
131,inoculated,0
66,inoculated,0
968,inoculated,0
68,inoculated,0
69,inoculated,0
757,healthy,0
71,inoculated,0
72,inoculated,0
937,inoculated,0
794,healthy,0
75,inoculated,0
147,healthy,0
624,healthy,0
78,inoculated,0
79,inoculated,0
80,inoculated,0
803,healthy,0
82,inoculated,0
83,healthy,0
493,inoculated,0
85,inoculated,0
86,inoculated,0
87,inoculated,0
88,inoculated,0
663,inoculated,0
90,inoculated,0
91,healthy,0
956,inoculated,0
799,healthy,0
885,inoculated,0
884,inoculated,0
96,healthy,0
97,healthy,0
298,inoculated,0
99,inoculated,0
409,inoculated,0
902,inoculated,0
102,inoculated,0
103,inoculated,0
780,inoculated,0
105,inoculated,0
106,inoculated,0
913,inoculated,0
108,healthy,0
137,inoculated,0
110,inoculated,0
111,inoculated,0
112,healthy,0
113,inoculated,0
114,healthy,0
115,inoculated,0
116,inoculated,0
939,inoculated,0
118,inoculated,0
119,inoculated,0
120,healthy,0
121,inoculated,0
12,inoculated,0
123,inoculated,0
124,inoculated,0
919,inoculated,0
701,inoculated,0
127,inoculated,0
128,inoculated,0
129,inoculated,0
130,inoculated,0
65,inoculated,0
838,inoculated,0
133,inoculated,0
134,inoculated,0
195,healthy,0
514,healthy,0
109,inoculated,0
281,inoculated,0
139,recovered,0
384,inoculated,0
141,inoculated,0
142,inoculated,0
143,inoculated,0
716,healthy,0
145,inoculated,0
899,inoculated,0
76,inoculated,0
601,inoculated,0
484,inoculated,0
150,inoculated,0
151,inoculated,0
152,inoculated,0
153,healthy,0
22,inoculated,0
208,inoculated,0
156,inoculated,0
157,inoculated,0
158,inoculated,0
458,inoculated,0
830,inoculated,0
161,healthy,0
162,inoculated,0
163,inoculated,0
164,inoculated,0
165,healthy,0
166,inoculated,0
167,inoculated,0
168,inoculated,0
70,inoculated,0
170,inoculated,0
100,inoculated,0
172,inoculated,0
173,inoculated,0
322,inoculated,0
984,inoculated,0
732,healthy,0
216,healthy,0
178,inoculated,0
207,healthy,0
240,healthy,0
337,inoculated,0
182,healthy,0
183,inoculated,0
184,inoculated,0
185,inoculated,0
805,recovered,0
228,sick,0
188,inoculated,0
189,inoculated,0
366,inoculated,0
927,inoculated,0
192,inoculated,0
193,inoculated,0
194,healthy,0
135,inoculated,0
339,inoculated,0
858,healthy,0
177,healthy,0
199,inoculated,0
200,inoculated,0
620,inoculated,0
986,inoculated,0
203,inoculated,0
605,inoculated,0
489,inoculated,0
251,inoculated,0
513,inoculated,0
9,inoculated,0
209,inoculated,0
622,inoculated,0
571,inoculated,0
599,inoculated,0
213,healthy,0
713,inoculated,0
215,inoculated,0
198,inoculated,0
217,inoculated,0
218,inoculated,0
219,inoculated,0
220,healthy,0
221,inoculated,0
222,inoculated,0
59,inoculated,0
224,inoculated,0
225,inoculated,0
226,healthy,0
227,inoculated,0
187,inoculated,0
229,inoculated,0
230,healthy,0
231,healthy,0
232,inoculated,0
233,inoculated,0
234,inoculated,0
235,healthy,0
39,inoculated,0
356,healthy,0
238,inoculated,0
390,inoculated,0
729,inoculated,0
537,inoculated,0
242,inoculated,0
243,inoculated,0
244,inoculated,0
245,inoculated,0
246,inoculated,0
247,inoculated,0
248,inoculated,0
249,inoculated,0
250,inoculated,0
206,inoculated,0
938,inoculated,0
253,healthy,0
197,inoculated,0
255,inoculated,0
562,inoculated,0
257,inoculated,0
258,inoculated,0
259,inoculated,0
264,inoculated,0
261,healthy,0
262,inoculated,0
970,inoculated,0
260,inoculated,0
265,inoculated,0
266,inoculated,0
895,inoculated,0
268,inoculated,0
269,inoculated,0
270,inoculated,0
10,inoculated,0
181,inoculated,0
273,inoculated,0
773,healthy,0
450,inoculated,0
922,inoculated,0
277,inoculated,0
84,inoculated,0
279,inoculated,0
280,inoculated,0
771,inoculated,0
545,inoculated,0
283,inoculated,0
284,healthy,0
285,healthy,0
286,healthy,0
252,inoculated,0
191,inoculated,0
289,inoculated,0
290,healthy,0
291,inoculated,0
292,inoculated,0
293,inoculated,0
676,inoculated,0
295,inoculated,0
148,inoculated,0
