id,status,daysLeft
143,healthy,0
982,recovered,0
831,healthy,0
597,healthy,0
724,healthy,0
473,healthy,0
564,recovered,0
950,healthy,0
8,recovered,0
697,recovered,0
999,healthy,0
505,recovered,0
643,healthy,0
13,healthy,0
596,recovered,0
501,recovered,0
648,healthy,0
792,recovered,0
266,healthy,0
90,healthy,0
588,recovered,0
407,healthy,0
227,healthy,0
23,recovered,0
544,healthy,0
875,recovered,0
694,healthy,0
851,recovered,0
572,recovered,0
500,recovered,0
499,recovered,0
127,healthy,0
483,healthy,0
33,recovered,0
174,healthy,0
195,recovered,0
890,healthy,0
244,recovered,0
124,healthy,0
43,healthy,0
958,recovered,0
577,recovered,0
634,recovered,0
280,healthy,0
115,recovered,0
625,recovered,0
18,healthy,0
487,recovered,0
131,healthy,0
182,recovered,0
291,healthy,0
65,recovered,0
319,healthy,0
429,healthy,0
746,recovered,0
563,healthy,0
717,recovered,0
714,recovered,0
819,recovered,0
176,healthy,0
60,recovered,0
824,recovered,0
46,healthy,0
859,recovered,0
64,recovered,0
3,healthy,0
156,healthy,0
998,healthy,0
68,healthy,0
909,healthy,0
997,recovered,0
136,recovered,0
211,recovered,0
142,healthy,0
873,recovered,0
927,healthy,0
2,healthy,0
400,healthy,0
448,recovered,0
85,healthy,0
895,healthy,0
144,healthy,0
61,healthy,0
225,healthy,0
215,recovered,0
849,healthy,0
541,recovered,0
803,recovered,0
149,recovered,0
162,recovered,0
777,healthy,0
347,healthy,0
245,healthy,0
343,healthy,0
11,healthy,0
322,recovered,0
476,recovered,0
728,healthy,0
748,recovered,0
514,healthy,0
669,recovered,0
178,healthy,0
924,recovered,0
598,recovered,0
31,recovered,0
221,recovered,0
622,recovered,0
107,healthy,0
991,healthy,0
109,recovered,0
942,healthy,0
99,healthy,0
137,recovered,0
344,healthy,0
154,recovered,0
397,recovered,0
116,recovered,0
735,healthy,0
235,healthy,0
675,healthy,0
579,recovered,0
121,healthy,0
125,healthy,0
283,recovered,0
297,healthy,0
480,healthy,0
284,recovered,0
886,recovered,0
793,recovered,0
780,healthy,0
172,healthy,0
813,healthy,0
686,healthy,0
843,healthy,0
271,healthy,0
932,healthy,0
209,recovered,0
604,healthy,0
310,healthy,0
463,healthy,0
553,healthy,0
806,recovered,0
