id,status,daysLeft
84,healthy,0
868,inoculated,0
2,healthy,0
105,healthy,0
114,healthy,0
5,healthy,0
6,healthy,0
7,healthy,0
8,healthy,0
476,inoculated,0
10,healthy,0
11,healthy,0
12,healthy,0
13,sick,0
14,sick,0
15,inoculated,0
16,inoculated,0
17,healthy,0
18,healthy,0
19,healthy,0
20,inoculated,0
825,inoculated,0
22,healthy,0
23,healthy,0
24,healthy,0
448,healthy,0
26,healthy,0
27,inoculated,0
28,healthy,0
29,healthy,0
30,healthy,0
681,inoculated,0
32,healthy,0
33,healthy,0
34,inoculated,0
35,healthy,0
36,healthy,0
37,healthy,0
893,healthy,0
39,inoculated,0
40,sick,0
41,inoculated,0
42,sick,1
43,sick,3
44,inoculated,0
45,inoculated,0
46,healthy,0
611,healthy,0
48,inoculated,0
49,healthy,0
50,healthy,0
51,healthy,0
52,healthy,0
53,healthy,0
54,inoculated,0
55,inoculated,0
56,healthy,0
858,healthy,0
58,healthy,0
59,healthy,0
60,healthy,0
61,healthy,0
62,inoculated,0
63,healthy,0
139,healthy,0
519,healthy,0
66,inoculated,0
67,healthy,0
68,healthy,0
210,inoculated,0
70,healthy,0
71,healthy,0
72,healthy,0
73,inoculated,0
74,healthy,0
75,inoculated,0
362,healthy,0
77,healthy,0
513,healthy,0
79,healthy,0
80,healthy,0
81,healthy,0
82,inoculated,0
83,healthy,0
716,healthy,0
85,healthy,0
840,healthy,0
87,healthy,0
88,inoculated,0
89,inoculated,0
108,inoculated,0
91,healthy,0
544,healthy,0
596,healthy,0
94,healthy,0
95,healthy,0
96,healthy,0
97,inoculated,0
98,healthy,0
99,healthy,0
100,inoculated,0
101,healthy,0
102,healthy,0
103,healthy,0
233,healthy,0
3,healthy,0
106,healthy,0
953,healthy,0
514,healthy,0
412,healthy,0
110,healthy,0
111,healthy,0
112,healthy,0
921,healthy,0
742,healthy,0
115,healthy,0
116,inoculated,0
142,healthy,0
118,inoculated,0
119,healthy,0
297,healthy,0
121,healthy,0
122,healthy,0
123,inoculated,0
124,inoculated,0
125,healthy,0
126,inoculated,0
892,healthy,0
128,healthy,0
129,healthy,0
130,inoculated,0
131,inoculated,0
132,sick,4
133,sick,0
134,inoculated,0
135,healthy,0
136,healthy,0
137,inoculated,0
138,inoculated,0
64,sick,0
140,inoculated,0
141,healthy,0
117,inoculated,0
143,healthy,0
144,healthy,0
145,inoculated,0
146,healthy,0
147,healthy,0
769,healthy,0
328,inoculated,0
150,inoculated,0
151,sick,4
152,sick,0
153,healthy,0
154,healthy,0
155,inoculated,0
156,inoculated,0
157,healthy,0
726,healthy,0
159,inoculated,0
160,sick,4
499,healthy,0
273,inoculated,0
163,inoculated,0
575,sick,0
784,healthy,0
166,inoculated,0
167,inoculated,0
168,inoculated,0
494,healthy,0
170,healthy,0
171,healthy,0
172,healthy,0
173,healthy,0
174,healthy,0
175,inoculated,0
176,sick,0
177,inoculated,0
178,healthy,0
179,healthy,0
180,sick,0
90,healthy,0
182,inoculated,0
274,healthy,0
184,inoculated,0
185,healthy,0
186,healthy,0
187,healthy,0
188,inoculated,0
189,healthy,0
584,healthy,0
191,healthy,0
192,healthy,0
203,healthy,0
546,healthy,0
195,inoculated,0
196,healthy,0
197,healthy,0
933,inoculated,0
199,healthy,0
200,inoculated,0
201,healthy,0
202,inoculated,0
193,healthy,0
204,healthy,0
454,healthy,0
206,healthy,0
207,healthy,0
208,healthy,0
471,sick,1
69,healthy,0
211,healthy,0
212,healthy,0
213,healthy,0
214,healthy,0
215,healthy,0
353,healthy,0
217,healthy,0
218,healthy,0
757,healthy,0
922,healthy,0
341,healthy,0
478,inoculated,0
223,healthy,0
224,sick,3
983,healthy,0
226,healthy,0
227,healthy,0
228,healthy,0
229,healthy,0
833,healthy,0
423,healthy,0
232,healthy,0
104,healthy,0
234,healthy,0
433,healthy,0
379,healthy,0
237,inoculated,0
238,healthy,0
239,healthy,0
240,inoculated,0
241,healthy,0
242,inoculated,0
908,healthy,0
244,healthy,0
360,healthy,0
246,healthy,0
247,sick,0
248,healthy,0
249,healthy,0
250,inoculated,0
251,healthy,0
252,healthy,0
253,healthy,0
254,healthy,0
255,healthy,0
256,healthy,0
257,healthy,0
258,inoculated,0
259,healthy,0
260,inoculated,0
869,healthy,0
928,healthy,0
263,healthy,0
264,healthy,0
265,healthy,0
266,healthy,0
267,healthy,0
289,healthy,0
269,healthy,0
270,healthy,0
894,healthy,0
272,healthy,0
162,healthy,0
183,inoculated,0
275,inoculated,0
276,healthy,0
277,healthy,0
278,inoculated,0
852,inoculated,0
280,inoculated,0
827,healthy,0
282,inoculated,0
283,healthy,0
284,healthy,0
285,healthy,0
286,healthy,0
287,healthy,0
288,healthy,0
268,healthy,0
290,inoculated,0
291,healthy,0
222,healthy,0
293,inoculated,0
706,inoculated,0
295,healthy,0
296,healthy,0
120,healthy,0
298,healthy,0
299,inoculated,0
300,healthy,0
301,inoculated,0
302,healthy,0
303,healthy,0
673,healthy,0
305,sick,0
306,sick,3
307,sick,3
617,inoculated,0
309,sick,3
801,healthy,0
311,healthy,0
312,healthy,0
313,healthy,0
314,healthy,0
315,healthy,0
316,healthy,0
317,healthy,0
318,inoculated,0
319,healthy,0
972,inoculated,0
321,inoculated,0
322,healthy,0
323,healthy,0
324,inoculated,0
325,healthy,0
326,sick,0
327,healthy,0
149,inoculated,0
329,healthy,0
330,healthy,0
331,healthy,0
332,healthy,0
333,healthy,0
334,healthy,0
335,healthy,0
336,inoculated,0
337,inoculated,0
338,inoculated,0
339,healthy,0
340,inoculated,0
221,healthy,0
824,healthy,0
343,inoculated,0
344,healthy,0
345,healthy,0
346,healthy,0
347,healthy,0
93,healthy,0
349,healthy,0
350,healthy,0
508,healthy,0
427,inoculated,0
216,inoculated,0
547,healthy,0
355,healthy,0
356,healthy,0
357,healthy,0
358,healthy,0
752,healthy,0
495,healthy,0
361,healthy,0
76,healthy,0
363,inoculated,0
364,healthy,0
365,healthy,0
366,healthy,0
367,healthy,0
491,healthy,0
369,healthy,0
107,healthy,0
371,healthy,0
372,healthy,0
373,healthy,0
374,healthy,0
375,healthy,0
376,inoculated,0
377,healthy,0
378,inoculated,0
236,healthy,0
380,inoculated,0
381,healthy,0
382,inoculated,0
383,inoculated,0
384,healthy,0
385,inoculated,0
901,healthy,0
387,healthy,0
388,healthy,0
389,inoculated,0
390,healthy,0
472,healthy,0
392,healthy,0
919,healthy,0
394,healthy,0
395,inoculated,0
414,healthy,0
397,healthy,0
989,healthy,0
603,inoculated,0
400,healthy,0
401,healthy,0
402,healthy,0
403,inoculated,0
404,healthy,0
405,healthy,0
406,healthy,0
407,inoculated,0
386,healthy,0
409,inoculated,0
410,inoculated,0
411,healthy,0
109,healthy,0
413,healthy,0
396,inoculated,0
415,healthy,0
416,healthy,0
417,inoculated,0
418,healthy,0
419,healthy,0
420,healthy,0
421,healthy,0
899,inoculated,0
231,healthy,0
424,healthy,0
425,healthy,0
426,inoculated,0
352,healthy,0
428,healthy,0
429,inoculated,0
430,healthy,0
431,healthy,0
432,inoculated,0
740,healthy,0
625,healthy,0
435,healthy,0
436,healthy,0
437,healthy,0
438,inoculated,0
439,healthy,0
440,healthy,0
441,healthy,0
442,healthy,0
443,healthy,0
444,healthy,0
445,inoculated,0
446,healthy,0
447,inoculated,0
25,healthy,0
449,healthy,0
450,inoculated,0
451,inoculated,0
452,healthy,0
453,inoculated,0
205,inoculated,0
455,healthy,0
741,healthy,0
457,healthy,0
458,healthy,0
459,healthy,0
460,healthy,0
461,healthy,0
655,healthy,0
463,healthy,0
464,healthy,0
465,healthy,0
466,healthy,0
533,healthy,0
468,inoculated,0
469,sick,1
470,healthy,0
209,healthy,0
391,inoculated,0
473,healthy,0
474,inoculated,0
475,healthy,0
523,healthy,0
477,inoculated,0
292,healthy,0
479,inoculated,0
480,healthy,0
576,healthy,0
482,healthy,0
503,healthy,0
484,healthy,0
485,healthy,0
486,healthy,0
487,healthy,0
488,healthy,0
489,healthy,0
490,healthy,0
368,inoculated,0
492,healthy,0
493,healthy,0
169,inoculated,0
245,healthy,0
589,inoculated,0
497,healthy,0
498,healthy,0
161,recovered,0
500,healthy,0
501,healthy,0
502,healthy,0
483,healthy,0
504,healthy,0
505,healthy,0
506,healthy,0
507,inoculated,0
351,healthy,0
509,inoculated,0
510,inoculated,0
511,inoculated,0
512,healthy,0
78,inoculated,0
481,healthy,0
515,healthy,0
652,healthy,0
517,healthy,0
889,healthy,0
616,healthy,0
520,healthy,0
521,healthy,0
522,healthy,0
9,inoculated,0
524,healthy,0
525,inoculated,0
526,healthy,0
527,healthy,0
528,healthy,0
529,healthy,0
530,inoculated,0
531,healthy,0
532,inoculated,0
467,healthy,0
534,inoculated,0
535,healthy,0
536,sick,0
537,healthy,0
538,healthy,0
619,healthy,0
540,inoculated,0
541,healthy,0
542,healthy,0
543,healthy,0
776,sick,0
848,healthy,0
694,healthy,0
354,healthy,0
548,healthy,0
549,healthy,0
550,healthy,0
551,healthy,0
552,inoculated,0
553,sick,0
554,inoculated,0
555,sick,0
556,inoculated,0
557,sick,3
558,sick,3
559,sick,3
560,healthy,0
561,inoculated,0
562,healthy,0
563,healthy,0
564,inoculated,0
565,healthy,0
566,healthy,0
567,inoculated,0
568,inoculated,0
569,inoculated,0
570,healthy,0
680,healthy,0
572,healthy,0
573,inoculated,0
574,sick,1
164,sick,3
434,sick,0
577,inoculated,0
578,inoculated,0
955,inoculated,0
580,sick,0
803,inoculated,0
582,healthy,0
583,healthy,0
190,healthy,0
585,inoculated,0
586,inoculated,0
587,healthy,0
588,healthy,0
496,healthy,0
590,healthy,0
591,healthy,0
592,healthy,0
593,healthy,0
594,healthy,0
595,inoculated,0
805,inoculated,0
597,inoculated,0
598,healthy,0
599,healthy,0
600,inoculated,0
113,inoculated,0
602,healthy,0
399,healthy,0
604,healthy,0
605,healthy,0
606,healthy,0
607,healthy,0
608,healthy,0
609,healthy,0
610,inoculated,0
47,healthy,0
612,healthy,0
613,inoculated,0
614,healthy,0
615,inoculated,0
65,recovered,0
308,inoculated,0
618,healthy,0
539,inoculated,0
620,healthy,0
621,healthy,0
622,healthy,0
623,healthy,0
624,inoculated,0
181,inoculated,0
626,healthy,0
627,inoculated,0
628,healthy,0
629,inoculated,0
630,healthy,0
631,healthy,0
632,inoculated,0
633,inoculated,0
634,healthy,0
819,healthy,0
636,healthy,0
637,healthy,0
884,inoculated,0
910,healthy,0
640,healthy,0
847,inoculated,0
642,healthy,0
643,healthy,0
644,healthy,0
645,inoculated,0
646,inoculated,0
647,healthy,0
648,healthy,0
649,healthy,0
650,healthy,0
651,inoculated,0
516,healthy,0
653,healthy,0
804,inoculated,0
462,healthy,0
656,healthy,0
657,inoculated,0
658,healthy,0
659,inoculated,0
660,healthy,0
661,inoculated,0
662,sick,0
663,inoculated,0
664,inoculated,0
665,healthy,0
666,healthy,0
667,healthy,0
668,inoculated,0
669,healthy,0
670,inoculated,0
671,sick,0
672,healthy,0
304,healthy,0
674,inoculated,0
675,inoculated,0
676,healthy,0
677,healthy,0
678,inoculated,0
679,inoculated,0
571,healthy,0
31,healthy,0
682,healthy,0
683,healthy,0
684,healthy,0
685,inoculated,0
686,inoculated,0
687,healthy,0
688,healthy,0
689,healthy,0
690,inoculated,0
691,healthy,0
692,healthy,0
693,healthy,0
194,inoculated,0
695,inoculated,0
696,healthy,0
975,inoculated,0
698,healthy,0
699,healthy,0
700,healthy,0
701,inoculated,0
702,healthy,0
703,healthy,0
704,healthy,0
705,healthy,0
294,healthy,0
707,inoculated,0
708,healthy,0
709,healthy,0
710,inoculated,0
711,sick,0
712,inoculated,0
638,healthy,0
714,sick,0
715,sick,0
0,sick,3
717,sick,3
718,healthy,0
719,inoculated,0
720,healthy,0
721,inoculated,0
722,healthy,0
723,healthy,0
724,healthy,0
725,healthy,0
158,healthy,0
727,inoculated,0
728,healthy,0
729,healthy,0
730,healthy,0
731,healthy,0
732,inoculated,0
733,healthy,0
734,healthy,0
735,healthy,0
736,healthy,0
737,healthy,0
738,healthy,0
739,healthy,0
788,inoculated,0
456,healthy,0
4,healthy,0
743,healthy,0
744,healthy,0
745,inoculated,0
746,healthy,0
747,healthy,0
748,healthy,0
749,healthy,0
750,inoculated,0
751,healthy,0
359,healthy,0
753,healthy,0
754,healthy,0
755,healthy,0
756,healthy,0
219,healthy,0
758,healthy,0
759,healthy,0
760,inoculated,0
761,healthy,0
762,healthy,0
763,healthy,0
764,healthy,0
765,healthy,0
766,inoculated,0
767,healthy,0
768,healthy,0
148,healthy,0
770,healthy,0
771,healthy,0
772,healthy,0
773,healthy,0
774,healthy,0
775,inoculated,0
310,inoculated,0
777,healthy,0
781,healthy,0
779,healthy,0
780,healthy,0
778,healthy,0
782,healthy,0
783,healthy,0
641,healthy,0
785,healthy,0
786,healthy,0
965,healthy,0
235,healthy,0
789,healthy,0
790,inoculated,0
791,healthy,0
792,healthy,0
793,inoculated,0
794,healthy,0
795,healthy,0
796,healthy,0
797,healthy,0
798,healthy,0
799,inoculated,0
800,healthy,0
92,healthy,0
802,inoculated,0
581,inoculated,0
654,healthy,0
348,healthy,0
806,healthy,0
807,healthy,0
808,healthy,0
809,inoculated,0
810,inoculated,0
811,healthy,0
812,inoculated,0
813,healthy,0
814,inoculated,0
518,healthy,0
816,healthy,0
817,healthy,0
818,healthy,0
635,healthy,0
820,healthy,0
821,healthy,0
822,healthy,0
823,inoculated,0
342,healthy,0
849,healthy,0
826,healthy,0
281,healthy,0
828,healthy,0
829,inoculated,0
830,healthy,0
831,healthy,0
832,healthy,0
943,healthy,0
936,healthy,0
835,healthy,0
836,healthy,0
713,healthy,0
838,inoculated,0
839,healthy,0
86,healthy,0
841,healthy,0
842,inoculated,0
843,healthy,0
844,healthy,0
845,healthy,0
846,healthy,0
165,inoculated,0
545,healthy,0
21,healthy,0
850,inoculated,0
851,healthy,0
279,healthy,0
853,healthy,0
854,healthy,0
855,healthy,0
856,inoculated,0
857,inoculated,0
57,inoculated,0
859,inoculated,0
